sample_index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,thumb_ext_angle,index_ext_angle,middle_ext_angle,ring_ext_angle,pinky_ext_angle,hand_state
37,-1037.1656462151584,-829.7861611588194,-1274.742338030617,11219.480481085837,0.0,0.0,0.0,0.0,141.68,146.7,140.02,144.35,150.79,Open
38,-1087.5464782174204,-880.4575658390005,-1336.5225597050858,10998.354673189482,0.0,0.0,0.0,0.0,141.68,146.7,140.02,144.35,150.79,Open
39,-1084.4172339936774,-874.0426151803274,-1337.483684716664,10790.818725921956,0.0,0.0,0.0,0.0,141.68,146.7,140.02,144.35,150.79,Open
40,-1013.1375209257033,-802.5617364122554,-1254.9833959321256,10933.959297413743,0.0,0.0,0.0,0.0,141.68,146.7,140.02,144.35,150.79,Open
41,-971.2727035609132,-766.4413173724791,-1210.592831443886,11200.101518643083,0.0,0.0,0.0,0.0,141.68,146.7,140.02,144.35,150.79,Open
42,-1019.4407128621,-813.8940708510961,-1262.0241954355474,11216.977085706842,0.0,0.0,0.0,0.0,141.4,147.84,141.49,147.01,154.65,Open
43,-1067.8769430967502,-859.8045539622968,-1323.0444577985356,10994.286655698616,0.0,0.0,0.0,0.0,141.4,147.84,141.49,147.01,154.65,Open
44,-1060.4114604486776,-852.8084579477857,-1319.512882174597,10789.47762125464,0.0,0.0,0.0,0.0,141.4,147.84,141.49,147.01,154.65,Open
45,-986.0695583903264,-777.639541344588,-1236.520855012042,10935.725085225711,0.0,0.0,0.0,0.0,141.4,147.84,141.49,147.01,154.65,Open
46,-950.7090986620306,-747.0176514408173,-1198.7240551381178,11202.806079722175,0.0,0.0,0.0,0.0,141.4,147.84,141.49,147.01,154.65,Open
47,-1005.560279555354,-800.34891371118,-1254.9610441876705,11218.40759735198,0.0,0.0,0.0,0.0,141.4,147.84,141.49,147.01,154.65,Open
48,-1052.4542394225884,-851.087373624727,-1312.0250477820694,10997.684120855823,0.0,0.0,0.0,0.0,141.4,147.84,141.49,147.01,154.65,Open
49,-1051.7389836000186,-849.2545305793918,-1312.6285448823626,10793.053900367488,0.0,0.0,0.0,0.0,141.4,147.84,141.49,147.01,154.65,Open
50,-980.5933809987762,-776.7231198219205,-1232.6540032212738,10940.441303305784,0.0,0.0,0.0,0.0,141.4,147.84,141.49,147.01,154.65,Open
51,-946.596377682254,-744.1342764060827,-1193.7619678690396,11203.655446011478,0.0,0.0,0.0,0.0,141.4,147.84,141.49,147.01,154.65,Open
52,-987.7012357355638,-786.8037565712639,-1235.7608957005616,11219.391074108014,0.0,0.0,0.0,0.0,141.4,147.84,141.49,147.01,154.65,Open
53,-1033.1646839576583,-831.216672803959,-1293.5625068619856,10994.733690587724,0.0,0.0,0.0,0.0,141.4,147.84,141.49,147.01,154.65,Open
54,-1037.2774049374348,-834.122399583149,-1300.9609342766923,10794.774984690546,0.0,0.0,0.0,0.0,141.4,147.84,141.49,147.01,154.65,Open
55,-956.2523312869469,-753.0749741882056,-1214.1914623011903,10947.057419664552,0.0,0.0,0.0,0.0,141.4,147.84,141.49,147.01,154.65,Open
56,-921.473016914489,-721.6484214840439,-1173.7348048370843,11208.5951815361,0.0,0.0,0.0,0.0,141.4,147.84,141.49,147.01,154.65,Open
57,-966.176505825103,-768.1400499510825,-1219.3770670148217,11220.55336481969,0.0,0.0,0.0,0.0,141.4,147.84,141.49,147.01,154.65,Open
58,-1009.114206923748,-812.865890606152,-1276.195201420212,10997.102975499984,0.0,0.0,0.0,0.0,141.66,147.19,140.67,146.07,153.69,Open
59,-1009.1589104126584,-809.6919428934983,-1277.8715822543602,10796.741938202613,0.0,0.0,0.0,0.0,141.66,147.19,140.67,146.07,153.69,Open
60,-934.146456020648,-736.4452763134572,-1196.9359155816933,10951.617175533436,0.0,0.0,0.0,0.0,141.66,147.19,140.67,146.07,153.69,Open
61,-905.1115399732042,-709.0867411001612,-1161.240179686568,11213.914896716464,0.0,0.0,0.0,0.0,141.66,147.19,140.67,146.07,153.69,Open
62,-948.7421451499636,-752.2256078989038,-1208.201194787168,11223.101463687595,0.0,0.0,0.0,0.0,141.66,147.19,140.67,146.07,153.69,Open
63,-993.6020962717648,-798.9184020660404,-1263.2982448695,10998.265266211662,0.0,0.0,0.0,0.0,141.66,147.19,140.67,146.07,153.69,Open
64,-1001.6040207867647,-800.0806927777163,-1268.3720908608543,10799.55825800398,0.0,0.0,0.0,0.0,141.66,147.19,140.67,146.07,153.69,Open
65,-923.2835082153688,-724.2635755853147,-1182.653150874752,10957.40627734736,0.0,0.0,0.0,0.0,141.66,147.19,140.67,146.07,153.69,Open
66,-884.1679554185815,-690.9818280913626,-1141.0789061878809,11218.809928752176,0.0,0.0,0.0,0.0,141.66,147.19,140.67,146.07,153.69,Open
67,-918.5896418797544,-727.8622064426191,-1189.4704329336207,11227.46005385638,0.0,0.0,0.0,0.0,141.66,147.19,140.67,146.07,153.69,Open
68,-975.1842588405918,-784.9709135259287,-1253.5081807980753,10998.578190634036,0.0,0.0,0.0,0.0,141.66,147.19,140.67,146.07,153.69,Open
69,-975.2513140739578,-781.7522623243646,-1254.1787331317346,10804.028606895045,0.0,0.0,0.0,0.0,141.66,147.19,140.67,146.07,153.69,Open
70,-894.4497578680227,-703.4541014974238,-1167.364557667322,10963.463600094748,0.0,0.0,0.0,0.0,141.66,147.19,140.67,146.07,153.69,Open
71,-864.1631441310817,-674.9779790613627,-1132.3617258503111,11222.006228209286,0.0,0.0,0.0,0.0,141.66,147.19,140.67,146.07,153.69,Open
72,-912.4205604100896,-725.6270319970885,-1182.8319648303946,11226.655391055989,0.0,0.0,0.0,0.0,141.66,147.19,140.67,146.07,153.69,Open
73,-962.2202470565136,-775.0690907322277,-1241.192369603201,10998.6452458674,0.0,0.0,0.0,0.0,141.66,147.19,140.67,146.07,153.69,Open
74,-940.4272962125892,-753.0526224437502,-1227.5354537410085,10806.464947040671,0.0,0.0,0.0,0.0,141.66,147.19,140.67,146.07,153.69,Open
75,-869.3040453558023,-680.8564878531084,-1150.8019150259397,10967.352803629972,0.0,0.0,0.0,0.0,141.27,146.57,139.9,145.0,152.11,Open
76,-853.0096236478835,-666.6407783795331,-1127.7572664925178,11225.35898987758,0.0,0.0,0.0,0.0,141.27,146.57,139.9,145.0,152.11,Open
77,-888.4147868650898,-702.9623631194071,-1168.8174210569168,11228.711751545878,0.0,0.0,0.0,0.0,141.27,146.57,139.9,145.0,152.11,Open
78,-936.9627758220169,-753.0079189548396,-1226.395514773788,11001.282751713128,0.0,0.0,0.0,0.0,141.27,146.57,139.9,145.0,152.11,Open
79,-932.5594821643213,-746.8611892296302,-1222.461607749654,10808.320141830462,0.0,0.0,0.0,0.0,141.27,146.57,139.9,145.0,152.11,Open
80,-860.8103824627856,-675.1567930170052,-1143.9622812226155,10973.186608932809,0.0,0.0,0.0,0.0,141.27,146.57,139.9,145.0,152.11,Open
81,-816.4421697190011,-634.7671907862652,-1096.9565626331048,11230.522242846757,0.0,0.0,0.0,0.0,141.27,146.57,139.9,145.0,152.11,Open
82,-870.1310599006487,-689.7301304018654,-1150.46663885911,11231.5504230917,0.0,0.0,0.0,0.0,141.27,146.57,139.9,145.0,152.11,Open
83,-929.9890315519608,-746.8164857407196,-1218.103017580869,11001.238048224215,0.0,0.0,0.0,0.0,141.27,146.57,139.9,145.0,152.11,Open
84,-917.829682568274,-732.511369289323,-1209.2740785210226,10811.38233082084,0.0,0.0,0.0,0.0,141.27,146.57,139.9,145.0,152.11,Open
85,-832.3119082822691,-651.7545165722986,-1120.7388187335514,10978.819248535545,0.0,0.0,0.0,0.0,141.27,146.57,139.9,145.0,152.11,Open
86,-808.1943760149928,-629.8051035171871,-1095.235478310046,11235.059646971184,0.0,0.0,0.0,0.0,141.27,146.57,139.9,145.0,152.11,Open
87,-849.2321788349366,-672.8769150825639,-1138.3743451087887,11235.618440582568,0.0,0.0,0.0,0.0,141.27,146.57,139.9,145.0,152.11,Open
88,-908.7548743194192,-730.3879535660689,-1206.0554273194584,11001.394510435404,0.0,0.0,0.0,0.0,141.27,146.57,139.9,145.0,152.11,Open
89,-889.3312083877574,-711.612488223611,-1193.381988213299,10813.930429688744,0.0,0.0,0.0,0.0,141.27,146.57,139.9,145.0,152.11,Open
90,-826.8580826351741,-647.485333381335,-1117.497815787532,10983.177838704329,0.0,0.0,0.0,0.0,141.27,146.57,139.9,145.0,152.11,Open
91,-799.5666026552442,-624.3289261256368,-1085.400710749711,11240.22289994036,0.0,0.0,0.0,0.0,140.97,147.31,140.72,145.34,152.25,Open
92,-825.8075506457748,-652.9391590284299,-1124.0021734240263,11236.870138272065,0.0,0.0,0.0,0.0,140.97,147.31,140.72,145.34,152.25,Open
93,-881.0387111948385,-705.644572454044,-1186.698816621163,11003.942609303307,0.0,0.0,0.0,0.0,140.97,147.31,140.72,145.34,152.25,Open
94,-870.7569087453973,-693.3958164925357,-1176.975807783104,10818.71370300218,0.0,0.0,0.0,0.0,140.97,147.31,140.72,145.34,152.25,Open
95,-798.1584427545599,-620.842053990609,-1094.2967050429231,10989.682196340824,0.0,0.0,0.0,0.0,140.97,147.31,140.72,145.34,152.25,Open
96,-769.995244740873,-598.8255857021315,-1062.5348761719315,11242.100446474606,0.0,0.0,0.0,0.0,140.97,147.31,140.72,145.34,152.25,Open
97,-812.3294487392246,-644.1996269464048,-1109.1159116167917,11235.663144071475,0.0,0.0,0.0,0.0,140.97,147.31,140.72,145.34,152.25,Open
98,-863.3808330751459,-694.1110723151055,-1173.108955992336,11003.383815691926,0.0,0.0,0.0,0.0,140.97,147.31,140.72,145.34,152.25,Open
99,-844.605367732688,-674.5532959167118,-1160.2119994416237,10822.33468560394,0.0,0.0,0.0,0.0,140.97,147.31,140.72,145.34,152.25,Open
100,-780.7911373127863,-611.0296381747291,-1086.0936148278254,10994.577228376536,0.0,0.0,0.0,0.0,140.97,147.31,140.72,145.34,152.25,Open
101,-758.7076137909429,-591.7400827097991,-1061.1267162712477,11246.369629665567,0.0,0.0,0.0,0.0,140.97,147.31,140.72,145.34,152.25,Open
102,-794.313942708247,-629.0227924612514,-1104.6455627257303,11239.08296097314,0.0,0.0,0.0,0.0,140.97,147.31,140.72,145.34,152.25,Open
103,-851.8249811917522,-686.1314995445609,-1169.2421042015678,11003.629684880934,0.0,0.0,0.0,0.0,140.97,147.31,140.72,145.34,152.25,Open
104,-839.6656322080651,-674.2180197498823,-1158.4462116296545,10822.580554792949,0.0,0.0,0.0,0.0,140.97,147.31,140.72,145.34,152.25,Open
105,-755.4666108449234,-591.8965449209863,-1069.1509925307028,11001.528620902136,0.0,0.0,0.0,0.0,140.97,147.31,140.72,145.34,152.25,Open
106,-733.3830873230801,-571.6235127000228,-1041.8371608063176,11251.711696590388,0.0,0.0,0.0,0.0,140.97,147.31,140.72,145.34,152.25,Open
107,-776.253733188359,-617.1540161554833,-1090.1169288297808,11240.759341807288,0.0,0.0,0.0,0.0,140.97,147.31,140.72,145.34,152.25,Open
108,-828.087428580216,-668.9206563139745,-1153.774697038495,11004.903734314888,0.0,0.0,0.0,0.0,140.97,147.31,140.72,145.34,152.25,Open
109,-819.571413942744,-658.5270951422567,-1145.6610138012188,10825.978019950157,0.0,0.0,0.0,0.0,140.97,147.31,140.72,145.34,152.25,Open
110,-747.9117212190296,-586.1521465959725,-1061.30553022689,11004.546106403604,0.0,0.0,0.0,0.0,140.97,147.31,140.72,145.34,152.25,Open
111,-709.7796451782758,-556.5807886816011,-1024.9615937425606,11254.907996047496,0.0,0.0,0.0,0.0,140.97,147.31,140.72,145.34,152.25,Open
112,-755.6901282894764,-607.2968968506929,-1076.102385056303,11240.781693551742,0.0,0.0,0.0,0.0,140.97,147.31,140.72,145.34,152.25,Open
113,-803.8357858462078,-653.9226357844634,-1139.2907666314563,11006.423652937849,0.0,0.0,0.0,0.0,140.97,147.31,140.72,145.34,152.25,Open
114,-785.4626519039455,-629.939213983919,-1124.2256908685792,10828.973153707166,0.0,0.0,0.0,0.0,140.97,147.31,140.72,145.34,152.25,Open
115,-711.2772120567813,-556.5360851926905,-1040.116076483259,11008.859993083475,0.0,0.0,0.0,0.0,140.97,147.31,140.72,145.34,152.25,Open
116,-696.5027089718234,-548.8917885889755,-1020.4241896181334,11259.713621105388,0.0,0.0,0.0,0.0,139.35,146.09,140.04,144.11,150.99,Open
117,-752.6055875546441,-605.1287776385282,-1077.2870275124344,11243.799179053209,0.0,0.0,0.0,0.0,139.35,146.09,140.04,144.11,150.99,Open
118,-775.024387243317,-631.0568012066843,-1120.6717635001855,11007.049501782598,0.0,0.0,0.0,0.0,139.35,146.09,140.04,144.11,150.99,Open
119,-762.7309277928982,-618.6292312895335,-1113.1615773632022,10831.342438619427,0.0,0.0,0.0,0.0,139.35,146.09,140.04,144.11,150.99,Open
120,-698.7602351618094,-552.8927508464755,-1037.366811915256,11012.235106496228,0.0,0.0,0.0,0.0,139.35,146.09,140.04,144.11,150.99,Open
121,-676.7884703622426,-534.0949337595623,-1012.6904860365972,11262.172312995472,0.0,0.0,0.0,0.0,139.35,146.09,140.04,144.11,150.99,Open
122,-709.0196858667954,-569.9918353547854,-1051.2472452220018,11246.593147110125,0.0,0.0,0.0,0.0,139.35,146.09,140.04,144.11,150.99,Open
123,-760.9427882364737,-618.9868592008185,-1110.0323331394593,11006.915391315866,0.0,0.0,0.0,0.0,139.35,146.09,140.04,144.11,150.99,Open
124,-749.9233782200073,-606.5592892836678,-1100.7563591905068,10832.616488053382,0.0,0.0,0.0,0.0,139.35,146.09,140.04,144.11,150.99,Open
125,-676.0061593063068,-537.9841372947857,-1023.016991974949,11017.733635632234,0.0,0.0,0.0,0.0,139.35,146.09,140.04,144.11,150.99,Open
126,-647.12770547005,-511.6984858153446,-992.3503985822676,11264.452190929913,0.0,0.0,0.0,0.0,139.35,146.09,140.04,144.11,150.99,Open
127,-692.7252641588765,-556.4690299593246,-1042.2841956954237,11247.46486514388,0.0,0.0,0.0,0.0,139.35,146.09,140.04,144.11,150.99,Open
128,-744.804828739742,-606.9169171949527,-1103.4162167806885,11009.307027972583,0.0,0.0,0.0,0.0,139.35,146.09,140.04,144.11,150.99,Open
129,-729.3374215766695,-593.6846844774109,-1089.558135218398,10837.48916834464,0.0,0.0,0.0,0.0,139.35,146.09,140.04,144.11,150.99,Open
130,-660.9634352878852,-525.0424772551629,-1010.34355286879,11021.511080445182,0.0,0.0,0.0,0.0,139.35,146.09,140.04,144.11,150.99,Open
131,-632.2637954072709,-499.6285438094788,-981.1298228657035,11266.642661886532,0.0,0.0,0.0,0.0,139.35,146.09,140.04,144.11,150.99,Open
132,-687.3384937451475,-556.7819543816989,-1038.2385299490131,11246.235519198835,0.0,0.0,0.0,0.0,140.07,146.64,140.41,145.56,152.58,Open
133,-717.6474592265439,-589.5719634976344,-1088.820527651373,11007.675350627344,0.0,0.0,0.0,0.0,140.07,146.64,140.41,145.56,152.58,Open
134,-706.80686316572,-575.0209778572295,-1075.4094809781886,10839.14319743433,0.0,0.0,0.0,0.0,140.07,146.64,140.41,145.56,152.58,Open
135,-620.6632400349665,-490.9560669608196,-984.7508054674632,11028.84245262652,0.0,0.0,0.0,0.0,140.07,146.64,140.41,145.56,152.58,Open
136,-611.9237079529414,-484.8540407245208,-968.2999215483572,11272.699984633922,0.0,0.0,0.0,0.0,140.07,146.64,140.41,145.56,152.58,Open
137,-664.3832521895471,-541.2474919852605,-1023.307564652868,11248.13541747754,0.0,0.0,0.0,0.0,140.07,146.64,140.41,145.56,152.58,Open
138,-717.5804039931779,-595.2493065892824,-1088.2617340399902,11005.574286648549,0.0,0.0,0.0,0.0,140.07,146.64,140.41,145.56,152.58,Open
139,-699.6319531955663,-572.9646173673412,-1074.4036524776998,10840.730171290656,0.0,0.0,0.0,0.0,140.07,146.64,140.41,145.56,152.58,Open
140,-620.260908634771,-495.4487675963363,-985.175488612114,11030.362371249485,0.0,0.0,0.0,0.0,140.07,146.64,140.41,145.56,152.58,Open
141,-596.3221903231371,-477.1426888874399,-957.0569940873378,11272.409411956003,0.0,0.0,0.0,0.0,140.07,146.64,140.41,145.56,152.58,Open
142,-652.9838625173405,-531.748000591755,-1014.9033087376724,11249.029487255752,0.0,0.0,0.0,0.0,140.07,146.64,140.41,145.56,152.58,Open
143,-689.193688534938,-568.2036957983609,-1067.564018674376,11009.664655883867,0.0,0.0,0.0,0.0,140.07,146.64,140.41,145.56,152.58,Open
144,-668.5853801471449,-549.3388234780817,-1051.0237277774488,10845.602851581914,0.0,0.0,0.0,0.0,140.07,146.64,140.41,145.56,152.58,Open
145,-599.9655246693521,-482.3282936010711,-970.8703721607176,11035.682086429846,0.0,0.0,0.0,0.0,140.07,146.64,140.41,145.56,152.58,Open
146,-581.3018180491708,-465.76565095968857,-947.75866839393,11276.097449791128,0.0,0.0,0.0,0.0,140.07,146.64,140.41,145.56,152.58,Open
147,-624.9771267148408,-512.1008172155401,-1000.1958608860804,11250.214129711883,0.0,0.0,0.0,0.0,140.07,146.64,140.41,145.56,152.58,Open
148,-670.485278425846,-559.9335503498972,-1057.662195880675,11008.211792494272,0.0,0.0,0.0,0.0,140.07,146.64,140.41,145.56,152.58,Open
149,-653.5650078731785,-539.3475937065595,-1043.982928274027,10846.251052171116,0.0,0.0,0.0,0.0,140.8,146.49,139.56,144.44,151.48,Open
150,-578.2172773143384,-464.4468980368255,-958.018119098916,11039.593641709524,0.0,0.0,0.0,0.0,140.8,146.49,139.56,144.44,151.48,Open
151,-562.8392771290871,-454.61213047649034,-935.4875606879664,11279.696080648431,0.0,0.0,0.0,0.0,140.8,146.49,139.56,144.44,151.48,Open
152,-606.648696261489,-499.9414682318531,-989.5117270364436,11249.767094822775,0.0,0.0,0.0,0.0,140.8,146.49,139.56,144.44,151.48,Open
153,-656.515438141279,-548.8247333556096,-1049.7943818324068,11005.596638393004,0.0,0.0,0.0,0.0,140.8,146.49,139.56,144.44,151.48,Open
154,-629.4921790948129,-521.91323303142,-1026.369753643245,10848.374467894371,0.0,0.0,0.0,0.0,140.8,146.49,139.56,144.44,151.48,Open
155,-552.4010124684587,-446.2749297946608,-940.986089823972,11043.080513844552,0.0,0.0,0.0,0.0,140.8,146.49,139.56,144.44,151.48,Open
156,-538.1853029948835,-435.4119819893816,-922.3223832037908,11281.081888804662,0.0,0.0,0.0,0.0,140.8,146.49,139.56,144.44,151.48,Open
157,-591.6283239875227,-492.6324477949677,-983.2085351000472,11251.868158801575,0.0,0.0,0.0,0.0,140.8,146.49,139.56,144.44,151.48,Open
158,-643.1937984459161,-540.845160585065,-1043.7594108294738,11007.116557015965,0.0,0.0,0.0,0.0,140.8,146.49,139.56,144.44,151.48,Open
159,-627.6593360494776,-521.9355847758752,-1026.950898999083,10850.296717917528,0.0,0.0,0.0,0.0,140.8,146.49,139.56,144.44,151.48,Open
160,-542.7450588637661,-442.5421884706245,-939.1532467786368,11049.115484847483,0.0,0.0,0.0,0.0,140.8,146.49,139.56,144.44,151.48,Open
161,-524.4389801548696,-429.399362730904,-919.0143250244053,11285.015795828796,0.0,0.0,0.0,0.0,140.8,146.49,139.56,144.44,151.48,Open
162,-566.2814457752045,-472.94056092984215,-968.0093488704384,11252.6057663686,0.0,0.0,0.0,0.0,140.8,146.49,139.56,144.44,151.48,Open
163,-611.2978591081928,-513.9783637497859,-1026.3250501543343,11009.239972739217,0.0,0.0,0.0,0.0,140.8,146.49,139.56,144.44,151.48,Open
164,-601.5301467812237,-503.2271746667832,-1011.081160435815,10851.436656884747,0.0,0.0,0.0,0.0,140.8,146.49,139.56,144.44,151.48,Open
165,-534.072582015107,-437.15541805689554,-930.3019559743352,11048.199063324815,0.0,0.0,0.0,0.0,140.8,146.49,139.56,144.44,151.48,Open
166,-503.92007874489775,-415.3401154685158,-905.536223117855,11285.99927258483,0.0,0.0,0.0,0.0,140.8,146.49,139.56,144.44,151.48,Open
167,-543.0579832861404,-454.4780200097585,-954.7771161528964,11252.739876835332,0.0,0.0,0.0,0.0,140.8,146.49,139.56,144.44,151.48,Open
168,-594.1764228554276,-505.19412817885024,-1015.4621023490552,11006.736577360223,0.0,0.0,0.0,0.0,140.8,146.49,139.56,144.44,151.48,Open
169,-581.3465215380814,-489.8384797380543,-1001.6710760201308,10853.7612383081,0.0,0.0,0.0,0.0,140.8,146.49,139.56,144.44,151.48,Open
170,-512.5478521046463,-424.1467027839069,-922.8364733262626,11051.28360405965,0.0,0.0,0.0,0.0,140.8,146.49,139.56,144.44,151.48,Open
171,-493.7276832732777,-409.0816270210299,-902.0940544717378,11288.368557497091,0.0,0.0,0.0,0.0,140.8,146.49,139.56,144.44,151.48,Open
172,-535.3019279601489,-451.8628659084876,-949.4797527169889,11252.538711135234,0.0,0.0,0.0,0.0,140.8,146.49,139.56,144.44,151.48,Open
173,-585.7274634513216,-501.3272763880821,-1009.404779601667,11005.864859326466,0.0,0.0,0.0,0.0,140.8,146.49,139.56,144.44,151.48,Open
174,-567.1084603200508,-482.5071075567135,-993.5573927828542,10855.77289530908,0.0,0.0,0.0,0.0,140.8,146.49,139.56,144.44,151.48,Open
175,-493.7053315288224,-414.49074917921416,-908.2854876858578,11056.648022728925,0.0,0.0,0.0,0.0,140.7,146.3,139.57,144.19,151.56,Open
176,-473.8346307080544,-398.57630712703553,-887.2748478978691,11292.056595332217,0.0,0.0,0.0,0.0,140.7,146.3,139.57,144.19,151.56,Open
177,-514.5371573611686,-438.5859297020352,-941.1425520351592,11251.7564000793,0.0,0.0,0.0,0.0,140.7,146.3,139.57,144.19,151.56,Open
178,-567.264922531238,-486.91040121440903,-1004.1297679102144,11003.942609303307,0.0,0.0,0.0,0.0,140.7,146.3,139.57,144.19,151.56,Open
